SITE,DATE,TIME,MARKET,PLAYER,TM,GAME,OFFICIAL LINEUP,BATTING ORDER,,,,OVER PRICE,UNDER PRICE,IMPLIED PROEJCTION,BatX Projection,,
ESPN BET,Jul 5,7:15 PM,Hits,Zack Short,HOU,HOU@LAD,,9,,,,0.5 (+110),0.5 (-155),0.65,0.65,0.19%,OVER
ESPN BET,Jul 5,2:10 PM,Hits,Taylor Walls,TB,TB@MIN,,7,,,,0.5 (-150),0.5 (+105),0.86,0.89,3.33%,OVER
ESPN BET,Jul 5,4:05 PM,Hits,Jarren Duran,BOS,BOS@WSH,,7,,,,0.5 (-225),0.5 (+160),1.06,1.09,3.21%,OVER
ESPN BET,Jul 5,4:10 PM,Hits,Jonathan India,KC,KC@ARI,,1,,,,0.5 (-240),0.5 (+165),1.09,1.09,0.07%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Riley Greene,DET,DET@CLE,,4,,,,0.5 (-225),0.5 (+160),1.06,1.07,1.51%,OVER
ESPN BET,Jul 5,9:40 PM,Hits,Evan Carter,TEX,TEX@SD,,5,,,,0.5 (-155),0.5 (+110),0.88,0.92,4.63%,OVER
ESPN BET,Jul 5,2:20 PM,Hits,Victor Scott II,STL,STL@CHC,,9,,,,0.5 (-155),0.5 (+110),0.88,0.91,3.54%,OVER
ESPN BET,Jul 5,2:10 PM,Hits,Trevor Larnach,MIN,TB@MIN,,3,,,,0.5 (-180),0.5 (+130),0.95,0.99,3.57%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Cooper Hummel,HOU,HOU@LAD,,7,,,,0.5 (-115),0.5 (-115),0.74,0.86,15.29%,OVER
ESPN BET,Jul 5,4:10 PM,Hits,Maikel Garcia,KC,KC@ARI,,4,,,,0.5 (-250),0.5 (+175),1.12,1.17,4.65%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Brayan Rocchio,CLE,DET@CLE,,9,,,,0.5 (-120),0.5 (-115),0.76,0.77,1.86%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Isaac Paredes,HOU,HOU@LAD,,1,,,,0.5 (-175),0.5 (+125),0.94,1.01,7.57%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Jose Altuve,HOU,HOU@LAD,,3,,,,0.5 (-190),0.5 (+135),0.98,1.1,12.25%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Javier Sanoja,MIA,MIL@MIA,,9,,,,0.5 (-150),0.5 (+115),0.86,0.87,0.63%,OVER
Fanatics,Jul 5,9:10 PM,Hits,Yanquiel Fernandez,COL,CWS@COL,,9,,,,0.5 (-150),0.5 (+115),0.86,0.9,3.83%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Jackson Holliday,BAL,BAL@ATL,,1,,,,0.5 (-170),0.5 (+130),0.92,0.98,5.72%,OVER
Fanatics,Jul 5,2:10 PM,Hits,Chandler Simpson,TB,TB@MIN,,8,,,,0.5 (-220),0.5 (+165),1.05,1.17,11.51%,OVER
Fanatics,Jul 5,9:40 PM,Hits,Wyatt Langford,TEX,TEX@SD,,6,,,,0.5 (-185),0.5 (+140),0.97,0.99,2.03%,OVER
Fanatics,Jul 5,4:05 PM,Hits,Roman Anthony,BOS,BOS@WSH,,3,,,,0.5 (-190),0.5 (+145),0.98,1.12,13.99%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Cam Smith,HOU,HOU@LAD,,2,,,,0.5 (-205),0.5 (+155),1.01,1.1,8.77%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Austin Riley,ATL,BAL@ATL,,3,,,,0.5 (-250),0.5 (+185),1.12,1.12,0.74%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Jazz Chisholm,NYY,NYY@NYM,,5,,,,0.5 (-180),0.5 (+135),0.95,0.95,0.08%,OVER
Fanatics,Jul 5,9:40 PM,Hits,Kyle Higashioka,TEX,TEX@SD,,9,,,,0.5 (-120),0.5 (-110),0.76,0.8,5.89%,OVER
Fanatics,Jul 5,9:10 PM,Hits,Orlando Arcia,COL,CWS@COL,,8,,,,0.5 (-200),0.5 (+150),1,1.05,5.14%,OVER
Fanatics,Jul 5,4:05 PM,Hits,Santiago Espinal,CIN,CIN@PHI,,2,,,,0.5 (-205),0.5 (+155),1.01,1.05,3.09%,OVER
Fanatics,Jul 5,2:10 PM,Hits,Byron Buxton,MIN,TB@MIN,,1,,,,0.5 (-265),0.5 (+195),1.15,1.16,0.87%,OVER
Fanatics,Jul 5,4:05 PM,Hits,Bryce Harper,PHI,CIN@PHI,,3,,,,0.5 (-235),0.5 (+175),1.08,1.09,0.85%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Freddie Freeman,LAD,HOU@LAD,,4,,,,0.5 (-205),0.5 (+155),1.01,1.08,6.91%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Shohei Ohtani,LAD,HOU@LAD,,1,,,,0.5 (-220),0.5 (+165),1.05,1.17,11.59%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Christian Walker,HOU,HOU@LAD,,4,,,,0.5 (-165),0.5 (+125),0.91,0.98,8.13%,OVER
Fanatics,Jul 5,9:40 PM,Hits,Jose Iglesias,SD,TEX@SD,,7,,,,0.5 (-190),0.5 (+145),0.98,0.98,0.35%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Cedric Mullins,BAL,BAL@ATL,,9,,,,0.5 (-130),0.5 (+100),0.8,0.83,3.69%,OVER
Fanatics,Jul 5,9:40 PM,Hits,Xander Bogaerts,SD,TEX@SD,,5,,,,0.5 (-205),0.5 (+155),1.01,1.05,3.83%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Victor Caratini,HOU,HOU@LAD,,5,,,,0.5 (-180),0.5 (+135),0.95,1.04,9.12%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Nick Loftin,KC,KC@ARI,,7,,,,0.5 (-145),0.5 (+110),0.85,0.89,5.49%,OVER
Fanatics,Jul 5,2:20 PM,Hits,Michael Busch,CHC,STL@CHC,,7,,,,0.5 (-190),0.5 (+145),0.98,0.98,0.39%,OVER
Fanatics,Jul 5,2:20 PM,Hits,Pete Crow-Armstrong,CHC,STL@CHC,,4,,,,0.5 (-230),0.5 (+170),1.07,1.11,3.74%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Nick Allen,ATL,BAL@ATL,,9,,,,0.5 (-125),0.5 (-105),0.78,0.82,5.32%,OVER
Fanatics,Jul 5,2:20 PM,Hits,Lars Nootbaar,STL,STL@CHC,,6,,,,0.5 (-200),0.5 (+150),1,1.06,5.53%,OVER
Fanatics,Jul 5,2:20 PM,Hits,Nolan Gorman,STL,STL@CHC,,7,,,,0.5 (-155),0.5 (+120),0.88,0.93,6.17%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Yainer Diaz,HOU,HOU@LAD,,6,,,,0.5 (-220),0.5 (+165),1.05,1.17,11.31%,OVER
Fanatics,Jul 5,2:10 PM,Hits,Jake Mangum,TB,TB@MIN,,5,,,,0.5 (-250),0.5 (+185),1.12,1.17,4.69%,OVER
Fanatics,Jul 5,2:10 PM,Hits,Matt Wallner,MIN,TB@MIN,,6,,,,0.5 (-130),0.5 (+100),0.8,0.84,5.72%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Johnathan Rodriguez,CLE,DET@CLE,,8,,,,0.5 (-140),0.5 (+105),0.83,0.84,1.24%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Colton Cowser,BAL,BAL@ATL,,7,,,,0.5 (-130),0.5 (+100),0.8,0.83,4.90%,OVER
Fanatics,Jul 5,2:20 PM,Hits,Kyle Tucker,CHC,STL@CHC,,2,,,,1.5 (+180),1.5 (-245),1.25,1.32,5.79%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Ryan O'Hearn,BAL,BAL@ATL,,5,,,,0.5 (-180),0.5 (+135),0.95,0.96,0.52%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Zach McKinstry,DET,DET@CLE,,8,,,,0.5 (-155),0.5 (+120),0.88,0.89,1.42%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Will Smith,LAD,HOU@LAD,,3,,,,0.5 (-205),0.5 (+155),1.01,1.05,3.96%,OVER
Fanatics,Jul 5,9:10 PM,Hits,Michael A. Taylor,CWS,CWS@COL,,9,,,,0.5 (-165),0.5 (+125),0.91,0.92,1.26%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Juan Soto,NYM,NYY@NYM,,3,,,,0.5 (-155),0.5 (+120),0.88,0.9,2.64%,OVER
Fanatics,Jul 5,2:10 PM,Hits,Josh Lowe,TB,TB@MIN,,6,,,,0.5 (-215),0.5 (+160),1.04,1.08,4.04%,OVER
Fanatics,Jul 5,9:40 PM,Hits,Jake Burger,TEX,TEX@SD,,8,,,,0.5 (-165),0.5 (+125),0.91,0.92,1.08%,OVER
Fanatics,Jul 5,4:05 PM,Hits,Jarren Duran,BOS,BOS@WSH,,7,,,,0.5 (-215),0.5 (+160),1.04,1.09,5.42%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Jonathan India,KC,KC@ARI,,1,,,,0.5 (-215),0.5 (+160),1.04,1.09,5.46%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Riley Greene,DET,DET@CLE,,4,,,,0.5 (-220),0.5 (+165),1.05,1.07,2.59%,OVER
Fanatics,Jul 5,4:05 PM,Hits,Matt McLain,CIN,CIN@PHI,,1,,,,0.5 (-200),0.5 (+150),1,1.01,0.33%,OVER
Fanatics,Jul 5,4:05 PM,Hits,Noelvi Marte,CIN,CIN@PHI,,6,,,,0.5 (-165),0.5 (+125),0.91,0.93,2.37%,OVER
Fanatics,Jul 5,9:10 PM,Hits,Michael Toglia,COL,CWS@COL,,7,,,,0.5 (-165),0.5 (+125),0.91,0.96,5.05%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Gunnar Henderson,BAL,BAL@ATL,,3,,,,0.5 (-200),0.5 (+150),1,1.03,2.50%,OVER
Fanatics,Jul 5,2:10 PM,Hits,Jonathan Aranda,TB,TB@MIN,,4,,,,0.5 (-230),0.5 (+170),1.07,1.11,3.83%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Cooper Hummel,HOU,HOU@LAD,,7,,,,0.5 (-120),0.5 (-110),0.76,0.86,12.70%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Maikel Garcia,KC,KC@ARI,,4,,,,0.5 (-215),0.5 (+160),1.04,1.17,12.61%,OVER
Fanatics,Jul 5,2:20 PM,Hits,Alec Burleson,STL,STL@CHC,,4,,,,1.5 (+200),1.5 (-275),1.16,1.2,3.20%,OVER
Fanatics,Jul 5,9:40 PM,Hits,Elias Diaz,SD,TEX@SD,,9,,,,0.5 (-125),0.5 (-105),0.78,0.78,0.30%,OVER
Fanatics,Jul 5,9:10 PM,Hits,Ryan McMahon,COL,CWS@COL,,6,,,,0.5 (-190),0.5 (+145),0.98,1.04,5.88%,OVER
Fanatics,Jul 5,2:10 PM,Hits,Willi Castro,MIN,TB@MIN,,2,,,,0.5 (-200),0.5 (+150),1,1.02,1.38%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Isaac Paredes,HOU,HOU@LAD,,1,,,,0.5 (-170),0.5 (+130),0.92,1.01,9.20%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Jose Altuve,HOU,HOU@LAD,,3,,,,0.5 (-215),0.5 (+160),1.04,1.1,5.91%,OVER
Fanatics,Jul 5,2:10 PM,Hits,Carlos Correa,MIN,TB@MIN,,4,,,,0.5 (-215),0.5 (+160),1.04,1.04,0.78%,OVER
Fanatics,Jul 5,9:40 PM,Hits,Evan Carter,TEX,TEX@SD,,5,,,,0.5 (-150),0.5 (+115),0.86,0.92,6.56%,OVER
Fanatics,Jul 5,2:20 PM,Hits,Thomas Saggese,STL,STL@CHC,,5,,,,0.5 (-205),0.5 (+155),1.01,1.05,3.28%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Caleb Durbin,MIL,MIL@MIA,,8,,,,0.5 (-155),0.5 (+120),0.88,0.91,2.98%,OVER
Fanatics,Jul 5,2:20 PM,Hits,Victor Scott II,STL,STL@CHC,,9,,,,0.5 (-150),0.5 (+115),0.86,0.91,5.45%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Mauricio Dubon,HOU,HOU@LAD,,8,,,,0.5 (-185),0.5 (+140),0.97,1,3.85%,OVER
Fanatics,Jul 5,4:10 PM,Hits,Tyler O'Neill,BAL,BAL@ATL,,8,,,,0.5 (-130),0.5 (+100),0.8,0.88,11.07%,OVER
Fanatics,Jul 5,9:40 PM,Hits,Adolis Garcia,TEX,TEX@SD,,4,,,,0.5 (-185),0.5 (+140),0.97,0.97,0.63%,OVER
Fanatics,Jul 5,7:15 PM,Hits,Teoscar Hernandez,LAD,HOU@LAD,,5,,,,0.5 (-215),0.5 (+160),1.04,1.04,0.58%,OVER
FanDuel,Jul 5,7:15 PM,Hits,Yainer Diaz,HOU,HOU@LAD,,6,,,,0.5 (-220),,1.05,1.17,11.31%,OVER
FanDuel,Jul 5,2:10 PM,Hits,Jake Mangum,TB,TB@MIN,,5,,,,0.5 (-250),,1.12,1.17,4.69%,OVER
FanDuel,Jul 5,2:10 PM,Hits,Matt Wallner,MIN,TB@MIN,,6,,,,0.5 (-140),,0.83,0.84,1.31%,OVER
FanDuel,Jul 5,2:20 PM,Hits,Kyle Tucker,CHC,STL@CHC,,2,,,,0.5 (-310),,1.28,1.32,3.41%,OVER
FanDuel,Jul 5,7:15 PM,Hits,Will Smith,LAD,HOU@LAD,,3,,,,0.5 (-210),,1.03,1.05,2.81%,OVER
FanDuel,Jul 5,4:10 PM,Hits,William Contreras,MIL,MIL@MIA,,2,,,,0.5 (-250),,1.12,1.14,2.14%,OVER
FanDuel,Jul 5,4:10 PM,Hits,Austin Riley,ATL,BAL@ATL,,3,,,,0.5 (-240),,1.09,1.12,2.86%,OVER
FanDuel,Jul 5,4:10 PM,Hits,Jazz Chisholm,NYY,NYY@NYM,,5,,,,0.5 (-170),,0.92,0.95,3.07%,OVER
FanDuel,Jul 5,7:15 PM,Hits,Cam Smith,HOU,HOU@LAD,,2,,,,0.5 (-230),,1.07,1.1,3.06%,OVER
FanDuel,Jul 5,7:15 PM,Hits,Cooper Hummel,HOU,HOU@LAD,,7,,,,0.5 (-120),,0.76,0.86,12.70%,OVER
FanDuel,Jul 5,4:10 PM,Hits,Nick Allen,ATL,BAL@ATL,,9,,,,0.5 (-135),,0.81,0.82,0.77%,OVER
FanDuel,Jul 5,7:15 PM,Hits,Shohei Ohtani,LAD,HOU@LAD,,1,,,,0.5 (-250),,1.12,1.17,4.81%,OVER
FanDuel,Jul 5,4:10 PM,Hits,Cedric Mullins,BAL,BAL@ATL,,9,,,,0.5 (-135),,0.81,0.83,1.48%,OVER
FanDuel,Jul 5,9:40 PM,Hits,Xander Bogaerts,SD,TEX@SD,,5,,,,0.5 (-200),,1,1.05,5.04%,OVER
FanDuel,Jul 5,7:15 PM,Hits,Victor Caratini,HOU,HOU@LAD,,5,,,,0.5 (-195),,0.99,1.04,4.94%,OVER
FanDuel,Jul 5,9:40 PM,Hits,Fernando Tatis Jr.,SD,TEX@SD,,1,,,,0.5 (-270),,1.17,1.23,5.56%,OVER
FanDuel,Jul 5,7:15 PM,Hits,Mauricio Dubon,HOU,HOU@LAD,,8,,,,0.5 (-195),,0.99,1,1.24%,OVER
FanDuel,Jul 5,4:10 PM,Hits,Tyler O'Neill,BAL,BAL@ATL,,8,,,,0.5 (-135),,0.81,0.88,8.69%,OVER
FanDuel,Jul 5,9:40 PM,Hits,Jake Burger,TEX,TEX@SD,,8,,,,0.5 (-155),,0.88,0.92,4.59%,OVER
FanDuel,Jul 5,4:10 PM,Hits,Jonathan India,KC,KC@ARI,,1,,,,0.5 (-230),,1.07,1.09,2.16%,OVER
FanDuel,Jul 5,2:10 PM,Hits,Chandler Simpson,TB,TB@MIN,,8,,,,0.5 (-230),,1.07,1.17,9.17%,OVER
FanDuel,Jul 5,4:05 PM,Hits,Roman Anthony,BOS,BOS@WSH,,3,,,,0.5 (-240),,1.09,1.12,2.07%,OVER
FanDuel,Jul 5,4:10 PM,Hits,Jackson Chourio,MIL,MIL@MIA,,4,,,,0.5 (-240),,1.09,1.13,3.21%,OVER
FanDuel,Jul 5,9:40 PM,Hits,Evan Carter,TEX,TEX@SD,,5,,,,0.5 (-155),,0.88,0.92,4.63%,OVER
FanDuel,Jul 5,4:05 PM,Hits,James Wood,WSH,BOS@WSH,,2,,,,0.5 (-210),,1.03,1.03,0.57%,OVER
FanDuel,Jul 5,4:10 PM,Hits,Caleb Durbin,MIL,MIL@MIA,,8,,,,0.5 (-160),,0.9,0.91,1.18%,OVER
FanDuel,Jul 5,9:40 PM,Hits,Elias Diaz,SD,TEX@SD,,9,,,,0.5 (-125),,0.78,0.78,0.30%,OVER
FanDuel,Jul 5,9:10 PM,Hits,Ryan McMahon,COL,CWS@COL,,6,,,,0.5 (-195),,0.99,1.04,4.57%,OVER
FanDuel,Jul 5,7:15 PM,Hits,Isaac Paredes,HOU,HOU@LAD,,1,,,,0.5 (-185),,0.97,1.01,4.60%,OVER
FanDuel,Jul 5,7:15 PM,Hits,Jose Altuve,HOU,HOU@LAD,,3,,,,0.5 (-210),,1.03,1.1,7.07%,OVER
FanDuel,Jul 5,2:10 PM,Hits,Byron Buxton,MIN,TB@MIN,,1,,,,0.5 (-260),,1.14,1.16,1.97%,OVER
FanDuel,Jul 5,4:05 PM,Hits,Bryce Harper,PHI,CIN@PHI,,3,,,,0.5 (-230),,1.07,1.09,1.92%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Joseph Ortiz,MIL,MIL@MIA,,9,,,,0.5 (-145),0.5 (+110),0.85,0.86,1.20%,OVER
Hard Rock,Jul 5,9:40 PM,Hits,Evan Carter,TEX,TEX@SD,,5,,,,0.5 (-140),0.5 (+105),0.83,0.92,10.84%,OVER
Hard Rock,Jul 5,2:20 PM,Hits,Victor Scott II,STL,STL@CHC,,9,,,,0.5 (-155),0.5 (+115),0.88,0.91,3.54%,OVER
Hard Rock,Jul 5,2:10 PM,Hits,Chandler Simpson,TB,TB@MIN,,8,,,,0.5 (-210),0.5 (+155),1.03,1.17,13.93%,OVER
Hard Rock,Jul 5,4:05 PM,Hits,Roman Anthony,BOS,BOS@WSH,,3,,,,0.5 (-210),0.5 (+155),1.03,1.12,8.74%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Jazz Chisholm,NYY,NYY@NYM,,5,,,,0.5 (-175),0.5 (+130),0.94,0.95,1.53%,OVER
Hard Rock,Jul 5,9:40 PM,Hits,Kyle Higashioka,TEX,TEX@SD,,9,,,,0.5 (-125),0.5 (-105),0.78,0.8,3.32%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Aaron Judge,NYY,NYY@NYM,,2,,,,0.5 (-250),0.5 (+180),1.12,1.14,2.03%,OVER
Hard Rock,Jul 5,9:10 PM,Hits,Orlando Arcia,COL,CWS@COL,,8,,,,0.5 (-220),0.5 (+160),1.05,1.05,0.58%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Freddie Freeman,LAD,HOU@LAD,,4,,,,0.5 (-225),0.5 (+165),1.06,1.08,2.39%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Shohei Ohtani,LAD,HOU@LAD,,1,,,,0.5 (-230),0.5 (+170),1.07,1.17,9.25%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Christian Walker,HOU,HOU@LAD,,4,,,,0.5 (-175),0.5 (+130),0.94,0.98,4.84%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Cedric Mullins,BAL,BAL@ATL,,9,,,,0.5 (-125),0.5 (-105),0.78,0.83,6.05%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Victor Caratini,HOU,HOU@LAD,,5,,,,0.5 (-165),0.5 (+120),0.91,1.04,14.18%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Zack Short,HOU,HOU@LAD,,9,,,,0.5 (+115),0.5 (-150),0.63,0.65,3.00%,OVER
Hard Rock,Jul 5,2:10 PM,Hits,Taylor Walls,TB,TB@MIN,,7,,,,0.5 (-145),0.5 (+110),0.85,0.89,5.35%,OVER
Hard Rock,Jul 5,4:05 PM,Hits,Jarren Duran,BOS,BOS@WSH,,7,,,,0.5 (-230),0.5 (+170),1.07,1.09,2.12%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Jonathan India,KC,KC@ARI,,1,,,,0.5 (-240),0.5 (+170),1.09,1.09,0.07%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Riley Greene,DET,DET@CLE,,4,,,,0.5 (-225),0.5 (+165),1.06,1.07,1.51%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Cam Smith,HOU,HOU@LAD,,2,,,,0.5 (-210),0.5 (+150),1.03,1.1,7.56%,OVER
Hard Rock,Jul 5,2:10 PM,Hits,Trevor Larnach,MIN,TB@MIN,,3,,,,0.5 (-185),0.5 (+135),0.97,0.99,2.16%,OVER
Hard Rock,Jul 5,2:10 PM,Hits,Jonathan Aranda,TB,TB@MIN,,4,,,,0.5 (-240),0.5 (+180),1.09,1.11,1.71%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Cooper Hummel,HOU,HOU@LAD,,7,,,,0.5 (-115),0.5 (-115),0.74,0.86,15.29%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Maikel Garcia,KC,KC@ARI,,4,,,,0.5 (-240),0.5 (+175),1.09,1.17,6.86%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Brayan Rocchio,CLE,DET@CLE,,9,,,,0.5 (-120),0.5 (-110),0.76,0.77,1.86%,OVER
Hard Rock,Jul 5,2:20 PM,Hits,Kyle Tucker,CHC,STL@CHC,,2,,,,0.5 (-300),0.5 (+210),1.25,1.32,5.73%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Will Smith,LAD,HOU@LAD,,3,,,,0.5 (-210),0.5 (+150),1.03,1.05,2.81%,OVER
Hard Rock,Jul 5,2:20 PM,Hits,Brendan Donovan,STL,STL@CHC,,1,,,,0.5 (-300),0.5 (+220),1.25,1.29,3.53%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Gunnar Henderson,BAL,BAL@ATL,,3,,,,0.5 (-200),0.5 (+150),1,1.03,2.50%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Kyle Isbel,KC,KC@ARI,,9,,,,0.5 (-120),0.5 (-110),0.76,0.77,2.05%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Nick Loftin,KC,KC@ARI,,7,,,,0.5 (-130),0.5 (+100),0.8,0.89,12.30%,OVER
Hard Rock,Jul 5,2:20 PM,Hits,Michael Busch,CHC,STL@CHC,,7,,,,0.5 (-190),0.5 (+140),0.98,0.98,0.39%,OVER
Hard Rock,Jul 5,2:20 PM,Hits,Pete Crow-Armstrong,CHC,STL@CHC,,4,,,,0.5 (-240),0.5 (+175),1.09,1.11,1.62%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Nick Allen,ATL,BAL@ATL,,9,,,,0.5 (-135),0.5 (+105),0.81,0.82,0.77%,OVER
Hard Rock,Jul 5,2:20 PM,Hits,Lars Nootbaar,STL,STL@CHC,,6,,,,0.5 (-180),0.5 (+135),0.95,1.06,11.07%,OVER
Hard Rock,Jul 5,2:20 PM,Hits,Nolan Gorman,STL,STL@CHC,,7,,,,0.5 (-165),0.5 (+125),0.91,0.93,2.60%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Isaac Paredes,HOU,HOU@LAD,,1,,,,0.5 (-175),0.5 (+130),0.94,1.01,7.57%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Jose Altuve,HOU,HOU@LAD,,3,,,,0.5 (-195),0.5 (+145),0.99,1.1,10.86%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Yainer Diaz,HOU,HOU@LAD,,6,,,,0.5 (-230),0.5 (+170),1.07,1.17,8.98%,OVER
Hard Rock,Jul 5,2:10 PM,Hits,Matt Wallner,MIN,TB@MIN,,6,,,,0.5 (-135),0.5 (+105),0.81,0.84,3.46%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Johnathan Rodriguez,CLE,DET@CLE,,8,,,,0.5 (-125),0.5 (-105),0.78,0.84,8.05%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Colton Cowser,BAL,BAL@ATL,,7,,,,0.5 (-130),0.5 (+100),0.8,0.83,4.90%,OVER
Hard Rock,Jul 5,9:40 PM,Hits,Jonah Heim,TEX,TEX@SD,,7,,,,0.5 (-145),0.5 (+110),0.85,0.85,0.71%,OVER
Hard Rock,Jul 5,7:15 PM,Hits,Mauricio Dubon,HOU,HOU@LAD,,8,,,,0.5 (-160),0.5 (+120),0.9,1,12.01%,OVER
Hard Rock,Jul 5,4:10 PM,Hits,Tyler O'Neill,BAL,BAL@ATL,,8,,,,0.5 (-135),0.5 (+100),0.81,0.88,8.69%,OVER
PrizePicks,Jul 5,7:15 PM,Hits,Cooper Hummel,HOU,HOU@LAD,,7,,,,0.5 (-137),0.5 (-137),0.82,0.86,4.33%,OVER
PrizePicks,Jul 5,4:10 PM,Hits,Cedric Mullins,BAL,BAL@ATL,,9,,,,0.5 (-137),0.5 (-137),0.82,0.83,0.62%,OVER
PrizePicks,Jul 5,4:10 PM,Hits,Tyler O'Neill,BAL,BAL@ATL,,8,,,,0.5 (-137),0.5 (-137),0.82,0.88,7.78%,OVER
PrizePicks,Jul 5,7:15 PM,Hits,Johnathan Rodriguez,CLE,DET@CLE,,8,,,,0.5 (-137),0.5 (-137),0.82,0.84,2.51%,OVER
PrizePicks,Jul 5,4:10 PM,Hits,Colton Cowser,BAL,BAL@ATL,,7,,,,0.5 (-137),0.5 (-137),0.82,0.83,1.79%,OVER
